vehicle,level_1,datetime,speed,x,y,heading,vehicletype,time_interval,distance,heading_interval,trip
50LD10243,0,4/27/2018 4:34,22.8,106.67067,10.769738,57.20321625,100,83,45.56984244,3.330150713,215
50LD10243,1,4/27/2018 4:34,13.8,106.67102,10.769961,58.0656879,100,12,44.35941549,0.862471652,215
50LD10243,2,4/27/2018 4:34,14,106.671364,10.770173,52.8191208,100,12,21.43937135,5.246567107,215
50LD10243,3,4/27/2018 4:35,7.2,106.67152,10.77029,71.15358464,100,9,9.240240431,18.33446385,215
50LD10243,4,4/27/2018 4:35,7.229,106.6716,10.770317,59.91928406,100,5,13.90892225,11.23430058,215
50LD10243,5,4/27/2018 4:35,7.2,106.67171,10.77038,57.81832056,100,6,11.6373675,2.100963503,215
50LD10243,6,4/27/2018 4:35,6.154,106.6718,10.770436,57.81832056,100,7,101.3139095,1.948260991,215
50LD10243,0,4/27/2018 5:53,16.56,106.67256,10.770648,240.156337,100,4540,82.49597438,51.13093276,216
50LD10243,1,4/27/2018 5:53,19.92,106.671906,10.770277,244.6834009,100,15,7.501147826,4.527063956,216
50LD10243,2,4/27/2018 5:53,9.6,106.671844,10.770248,238.867925,100,3,18.40870972,5.815475938,216
50LD10243,3,4/27/2018 5:53,10.8,106.6717,10.770162,245.5293187,100,6,26.43331187,6.661393692,216
50LD10243,4,4/27/2018 5:53,16.2,106.67148,10.770063,239.8885869,100,6,80.95020066,5.640731792,216
50LD10243,5,4/27/2018 5:54,13.886,106.67084,10.769696,239.8885869,100,21,50.41745964,5.755185338,216
50LD10259,0,4/27/2018 5:38,27,106.667366,10.767758,61.05986858,0,10,266.15626,0.685689154,217
50LD10259,1,4/27/2018 5:39,32,106.669495,10.768922,62.25991859,0,30,145.2253054,1.200050013,217
50LD10259,2,4/27/2018 5:40,10,106.67067,10.769533,59.11454676,0,60,44.62673983,3.145371838,217
50LD10259,3,4/27/2018 5:40,15,106.67102,10.76974,61.05087889,0,10,61.26234178,1.936332136,217
50LD10259,4,4/27/2018 5:40,22,106.67151,10.770008,61.05087889,0,10,140.985508,4.87860288,217
50LD10259,0,4/27/2018 7:17,24,106.67258,10.770717,244.071378,0,5820,66.27972929,187.899102,218
50LD10259,1,4/27/2018 7:17,22,106.672035,10.770455,241.0965497,0,10,99.35080921,2.974828259,218
50LD10259,2,4/27/2018 7:17,4,106.67124,10.770021,241.0965497,0,20,6.45860785,3.185846042,218
50LD10259,0,4/27/2018 7:19,30,106.669075,10.768898,239.8076769,0,40,353.8204783,2.620191934,219
50LD10259,1,4/27/2018 7:19,40,106.66628,10.76729,240.6703151,0,40,101.6509037,0.862638238,219
50LD10259,2,4/27/2018 7:19,35,106.66547,10.76684,241.792184,0,10,69.51826838,1.121868946,219
50LD10259,3,4/27/2018 7:20,21,106.66491,10.766543,241.792184,0,10,41.48194654,3.292457215,219
50LD10259,0,4/27/2018 11:34,16,106.67253,10.770782,240.9720136,0,3880,48.79730214,218.7853753,220
50LD10259,1,4/27/2018 11:35,19,106.67214,10.770568,242.7417654,0,10,130.4334203,1.76975186,220
50LD10259,2,4/27/2018 11:35,18,106.67108,10.770028,241.714626,0,20,32.92084555,1.0271394,220
50LD10259,3,4/27/2018 11:35,5,106.670815,10.769887,241.714626,0,10,130.4665554,0.485267921,220
50LD10259,0,4/27/2018 11:36,25,106.66749,10.768025,241.2063308,0,40,300.2349022,1.513792035,221
50LD10259,1,4/27/2018 11:37,16,106.665085,10.766718,242.3534405,0,40,24.08060511,1.147109671,221
50LD10259,2,4/27/2018 11:37,3,106.66489,10.766617,245.7864574,0,10,61.75187339,3.433016883,221
50LD10259,3,4/27/2018 11:38,12,106.664375,10.766388,245.7864574,0,30,0,0,221
50LD10265,0,4/27/2018 2:52,14.4,106.672226,10.770503,233.8036277,200,7722,33.37458147,172.6235249,222
50LD10265,1,4/27/2018 2:52,13.2,106.67198,10.770325,260.4322211,200,9,0.664783223,26.62859332,222
50LD10265,2,4/27/2018 2:52,3.529,106.671974,10.770324,242.6014627,200,1,19.71323524,17.83075839,222
50LD10265,3,4/27/2018 2:53,8.571,106.671814,10.770242,245.6557448,200,37,4.56113277,3.054282123,222
50LD10265,4,4/27/2018 2:53,6,106.671776,10.770225,230.7559111,200,3,3.676832502,14.89983374,222
50LD10265,5,4/27/2018 2:53,3.6,106.67175,10.770204,239.3590395,200,3,17.80495471,8.603128417,222
50LD10265,6,4/27/2018 2:53,8.4,106.67161,10.770122,239.5637466,200,49,26.65066639,0.204707096,222
50LD10265,7,4/27/2018 2:54,6.269,106.6714,10.77,249.4115565,200,12,8.174839681,9.847809919,222
50LD10265,8,4/27/2018 2:54,9.6,106.67133,10.769974,242.1592017,200,3,11.13404092,7.252354741,222
50LD10265,9,4/27/2018 2:54,6,106.67124,10.769927,244.8661774,200,6,43.48901903,2.706975615,222
50LD10265,10,4/27/2018 2:55,19.2,106.67088,10.76976,245.8147982,200,54,70.72823818,0.948620863,222
50LD10265,11,4/27/2018 2:55,17.04,106.67029,10.769498,227.0635861,200,15,14.9659005,18.75121209,222
50LD10265,12,4/27/2018 2:55,21.176,106.67019,10.769406,239.700765,200,19,45.62238654,12.63717884,222
50LD10265,13,4/27/2018 2:55,19.8,106.66983,10.769198,241.1685761,200,8,186.0753876,1.46781109,222
50LD10265,14,4/27/2018 2:56,25.774,106.66834,10.768387,241.1685761,200,26,53.3243278,0.733839194,222
50LD10265,0,4/27/2018 2:56,27.692,106.66791,10.76816,241.4451561,200,7,235.4004748,0.457259131,223
50LD10265,1,4/27/2018 2:56,29.193,106.66602,10.767143,240.4075952,200,29,196.285235,1.037560923,223
50LD10265,2,4/27/2018 2:57,14.118,106.66446,10.766267,240.4075952,200,31,9.943651911,8.748596069,223
50LD10265,0,4/27/2018 4:03,12.96,106.664375,10.766272,69.80848046,200,3968,19.21937665,69.80848046,224
50LD10265,1,4/27/2018 4:03,3.582,106.66454,10.766332,53.80576278,200,10,23.0633986,16.00271768,224
50LD10265,2,4/27/2018 4:03,20.4,106.66471,10.766455,64.04740534,200,11,58.38754712,10.24164256,224
50LD10265,3,4/27/2018 4:04,14.16,106.66519,10.766686,64.04740534,200,15,145.0391509,1.780252016,224
50LD10265,0,4/27/2018 4:08,19.92,106.668526,10.768367,62.6820044,200,144,51.58639935,1.027397323,225
50LD10265,1,4/27/2018 4:08,20.4,106.668945,10.768581,60.15664258,200,9,34.68874497,2.525361813,225
50LD10265,2,4/27/2018 4:08,21,106.66922,10.768737,53.69594103,200,6,59.09835373,6.460701551,225
50LD10265,3,4/27/2018 4:08,24,106.669655,10.769053,60.24630794,200,9,14.4930621,6.55036691,225
50LD10265,4,4/27/2018 4:09,8.4,106.66977,10.769118,62.10892377,200,6,18.56547908,1.862615827,225
50LD10265,5,4/27/2018 4:09,7.6,106.66992,10.7691965,71.2463788,200,9,8.080731298,9.137455034,225
50LD10265,6,4/27/2018 4:09,9.6,106.66999,10.76922,58.04961307,200,3,7.73849714,13.19676574,225
50LD10265,7,4/27/2018 4:09,5.783,106.67005,10.769257,58.04961307,200,5,93.1873249,2.734965178,225
50LD10265,0,4/27/2018 5:26,14.76,106.672455,10.77058,239.4418923,200,4030,23.50764272,26.55252045,226
50LD10265,1,4/27/2018 5:26,5.641,106.67227,10.770472,235.8214601,200,12,9.261877069,3.620432192,226
50LD10265,2,4/27/2018 5:26,12,106.6722,10.770425,237.5740469,200,3,82.98017941,1.752586784,226
50LD10265,3,4/27/2018 5:27,8.4,106.67156,10.770023,239.9137691,200,24,88.51653046,2.339722203,226
50LD10265,4,4/27/2018 5:27,18.6,106.67086,10.769622,246.0650188,200,40,64.60687463,6.151249695,226
50LD10265,5,4/27/2018 5:28,16.738,106.67032,10.769385,244.4478703,200,14,6.667423732,1.617148451,226
50LD10265,6,4/27/2018 5:28,4.2,106.670265,10.769359,244.4478703,200,6,9.322235683,2.789703727,226
50LD10265,0,4/27/2018 6:35,4.337,106.664444,10.766292,44.67695045,200,4054,19.01683264,197.2758818,227
50LD10265,1,4/27/2018 6:35,22.8,106.664566,10.766414,65.11803541,200,3,132.4887062,20.44108496,227
50LD10265,2,4/27/2018 6:36,16.522,106.665665,10.766918,64.80797754,200,29,129.9267001,0.310057871,227
50LD10265,3,4/27/2018 6:36,21.253,106.66674,10.767418,60.31552333,200,22,34.63337533,4.492454206,227
50LD10265,4,4/27/2018 6:36,21,106.667015,10.767573,60.31552333,200,6,76.47157895,0.36019654,227
50LD10265,0,4/27/2018 6:37,18.24,106.66762,10.767919,61.69515954,200,15,200.6686229,1.739832751,228
50LD10265,1,4/27/2018 6:37,24.12,106.669235,10.768779,58.85681387,200,30,101.6437468,2.838345668,228
50LD10265,2,4/27/2018 6:37,24.48,106.67003,10.769254,52.18485679,200,15,63.76248737,6.671957083,228
50LD10265,3,4/27/2018 6:38,8.4,106.67049,10.769607,60.73120919,200,21,30.10036055,8.546352403,228
50LD10265,4,4/27/2018 6:38,8.4,106.67073,10.76974,59.02714797,200,41,29.35320264,1.704061222,228
50LD10265,5,4/27/2018 6:39,11.4,106.67096,10.7698765,60.91525353,200,9,23.78630959,1.888105562,228
50LD10265,6,4/27/2018 6:39,14.4,106.67115,10.769981,60.91525353,200,6,196.2517575,0.155094281,228
50LD10265,0,4/27/2018 8:06,34.41,106.6665,10.767373,241.262169,200,29,215.8529228,0.705844332,229
50LD10265,1,4/27/2018 8:07,12,106.66477,10.766435,244.97814,200,33,15.69003707,3.715971011,229
50LD10265,2,4/27/2018 8:07,3.529,106.66464,10.766375,244.97814,200,7,28.60117734,14.98862929,229
50LD10265,0,4/27/2018 9:07,11.278,106.670395,10.769498,57.51694377,200,95,39.57059024,3.72798002,230
50LD10265,1,4/27/2018 9:07,14.4,106.6707,10.76969,61.0115712,200,34,14.38342484,3.494627421,230
50LD10265,2,4/27/2018 9:07,16.8,106.670815,10.769753,66.00368769,200,3,31.00222983,4.992116497,230
50LD10265,3,4/27/2018 9:07,19.2,106.671074,10.769867,57.79099594,200,6,30.52505624,8.212691752,230
50LD10265,4,4/27/2018 9:07,18.6,106.67131,10.770014,57.79099594,200,6,136.0072824,4.427594652,230
50LD10265,0,4/27/2018 10:05,16.8,106.67229,10.770376,238.5702877,200,3,60.27573446,44.57338156,231
50LD10265,1,4/27/2018 10:06,5.783,106.67182,10.770092,255.3422947,200,45,32.75790091,16.77200699,231
50LD10265,2,4/27/2018 10:06,4.478,106.67153,10.770017,252.2417412,200,24,13.77256123,3.100553529,231
50LD10265,3,4/27/2018 10:07,8.4,106.67141,10.769979,252.2417412,200,9,23.82899794,2.15185267,231
50LD10265,0,4/27/2018 10:09,29.04,106.668976,10.768665,241.997466,200,21,436.8711965,0.228020788,232
50LD10265,1,4/27/2018 10:10,23.4,106.66545,10.766811,237.8516134,200,59,18.09611994,4.145852635,232
50LD10265,2,4/27/2018 10:10,3.218,106.66531,10.766724,236.9925841,200,20,33.93361834,0.859029282,232
50LD10265,3,4/27/2018 10:10,10.8,106.66505,10.766557,236.9925841,200,12,63.69449778,4.728656823,232
50LD10265,0,4/27/2018 11:15,13.2,106.66461,10.766398,55.68041011,200,3842,5.301529045,49.8300183,233
50LD10265,1,4/27/2018 11:15,6,106.66465,10.766425,51.63894865,200,3,6.424496342,4.041461464,233
50LD10265,2,4/27/2018 11:15,8.4,106.664696,10.766461,51.63894865,200,3,36.56227748,6.577661898,233
50LD10265,0,4/27/2018 12:02,18,106.6716,10.767857,273.1439119,200,2624,233.6868239,99.10937241,234
50LD10265,1,4/27/2018 12:02,26.16,106.669464,10.767973,277.1453164,200,33,170.5498155,4.001404474,234
50LD10265,2,4/27/2018 12:03,16.8,106.667915,10.768165,258.949552,200,27,16.14247423,18.19576446,234
50LD10265,3,4/27/2018 12:03,19.2,106.66777,10.768137,258.949552,200,3,58.9725421,10.97472698,234
50LD10265,0,4/27/2018 22:40,34.161,106.6685,10.768429,60.68670107,200,38188,327.4853584,16.29701324,235
50LD10265,1,4/27/2018 22:40,39.36,106.67111,10.769878,62.5198652,200,30,120.8337419,1.833164133,235
50LD10265,2,4/27/2018 22:40,24.2,106.67209,10.770382,62.5198652,200,18,57.91402556,0.069374941,235
50LD10265,0,4/27/2018 23:46,19.029,106.67256,10.770623,242.1205774,200,3931,160.8829269,179.5313373,236
50LD10265,1,4/27/2018 23:46,9.341,106.67126,10.769943,238.4125621,200,34,16.05812348,3.708015324,236
50LD10265,2,4/27/2018 23:47,13.2,106.671135,10.769867,244.1059321,200,22,155.0127995,5.693369973,236
50LD10265,3,4/27/2018 23:47,20.667,106.66986,10.769255,244.1059321,200,27,29.26734916,4.800057732,236
50LD10265,0,4/27/2018 23:47,17.4,106.66963,10.76912,242.713329,200,6,208.0101578,3.407454592,237
50LD10265,1,4/27/2018 23:48,24.96,106.66794,10.768258,244.9234633,200,30,80.90007209,2.210134335,237
50LD10265,2,4/27/2018 23:48,19.44,106.66727,10.767948,244.9234633,200,15,11.77702488,16.8336263,237
50LD10265,0,4/27/2018 23:48,8.4,106.66719,10.767877,238.5368824,200,8,228.3629917,10.44704537,238
50LD10265,1,4/27/2018 23:49,24.36,106.66541,10.7668,238.640985,200,36,128.6630602,0.104102612,238
50LD10265,2,4/27/2018 23:49,18,106.664406,10.766195,226.1214297,200,24,9.273400918,12.51955524,238
50LD10265,3,4/27/2018 23:49,8.4,106.664345,10.766137,226.1214297,200,5,0,0,238
50LD10291,0,4/27/2018 7:58,19,106.66618,10.767141,62.23046726,200,10,266.4233067,2.701825205,239
50LD10291,1,4/27/2018 7:59,23,106.668335,10.768263,61.06809824,200,60,145.0054145,1.162369018,239
50LD10291,2,4/27/2018 8:00,25,106.669495,10.768897,55.92161826,200,20,78.63220137,5.146479977,239
50LD10291,3,4/27/2018 8:00,26,106.67009,10.769295,58.10850602,200,10,76.04595462,2.186887762,239
50LD10291,4,4/27/2018 8:00,13,106.67068,10.769658,60.29804815,200,40,175.0850444,2.189542127,239
50LD10291,5,4/27/2018 8:01,23,106.67207,10.770442,60.29804815,200,30,62.33964366,4.681080091,239
50LD10291,0,4/27/2018 9:03,5,106.67136,10.770005,242.3272863,200,80,33.35007516,3.044767153,240
50LD10291,1,4/27/2018 9:04,12,106.67109,10.769865,240.7312438,200,10,30.10035107,1.596042543,240
50LD10291,2,4/27/2018 9:04,7,106.67085,10.769732,238.7502027,200,10,43.51971559,1.981041107,240
50LD10291,3,4/27/2018 9:04,16,106.67051,10.769528,244.0318598,200,10,46.22923658,5.281657162,240
50LD10291,4,4/27/2018 9:04,15,106.67013,10.769345,242.1751218,200,20,158.3279982,1.85673799,240
50LD10291,5,4/27/2018 9:05,34,106.66885,10.768677,242.1751218,200,20,176.8563546,0.727063178,240
50LD10291,0,4/27/2018 10:00,22,106.66591,10.767072,65.30227827,200,3290,55.85302603,4.030485917,241
50LD10291,1,4/27/2018 10:01,16,106.666374,10.767283,70.9874213,200,10,26.1302146,5.685143028,241
50LD10291,2,4/27/2018 10:01,1,106.6666,10.76736,74.99693983,200,10,22.62837622,4.009518536,241
50LD10291,3,4/27/2018 10:01,11,106.6668,10.767413,61.27684077,200,10,107.2868812,13.72009906,241
50LD10291,4,4/27/2018 10:01,25,106.66766,10.767879,61.78306743,200,20,44.69394171,0.506226658,241
50LD10291,5,4/27/2018 10:01,15,106.66802,10.76807,59.28252449,200,10,152.7367064,2.500542941,241
50LD10291,6,4/27/2018 10:02,30,106.66922,10.768775,57.31343943,200,20,154.7443857,1.96908506,241
50LD10291,7,4/27/2018 10:02,9,106.67041,10.76953,60.28537724,200,30,103.8048027,2.971937811,241
50LD10291,8,4/27/2018 10:03,16,106.671234,10.769995,63.17531177,200,20,49.76386047,2.889934532,241
50LD10291,9,4/27/2018 10:03,19,106.67164,10.770198,61.84539334,200,10,59.55637169,1.329918427,241
50LD10291,10,4/27/2018 10:03,17,106.67212,10.770452,61.84539334,200,10,31.60099552,1.894571287,241
50LD10291,0,4/27/2018 11:10,6,106.67204,10.7704,245.3114758,200,4020,19.85984596,6.17476342,242
50LD10291,1,4/27/2018 11:10,2,106.671875,10.770325,237.7446177,200,10,16.17625039,7.566858127,242
50LD10291,2,4/27/2018 11:10,3,106.67175,10.770247,246.1054121,200,10,27.03056095,8.360794415,242
50LD10291,3,4/27/2018 11:11,2,106.671524,10.770148,228.3837004,200,20,10.84353195,17.72171167,242
50LD10291,4,4/27/2018 11:11,4,106.67145,10.770083,246.0201432,200,10,25.85179112,17.63644278,242
50LD10291,5,4/27/2018 11:12,2,106.671234,10.769988,229.9494524,200,70,22.03567421,16.07069082,242
50LD10291,6,4/27/2018 11:12,4,106.67108,10.76986,229.9494524,200,10,29.1093955,1.129496058,242
50LD10291,0,4/27/2018 11:12,12,106.67088,10.769687,242.8782228,200,10,380.2500407,14.05826648,243
50LD10291,1,4/27/2018 11:13,35,106.667786,10.76812,241.742649,200,60,167.7910001,1.135573852,243
50LD10291,2,4/27/2018 11:14,30,106.666435,10.767402,239.3779687,200,20,146.8635274,2.364680283,243
50LD10291,3,4/27/2018 11:14,7,106.66528,10.766726,235.0562802,200,40,14.69026889,4.3216885,243
50LD10291,4,4/27/2018 11:15,4,106.66517,10.76665,235.0562802,200,10,102.9806951,10.31653973,243
50LD10291,0,4/27/2018 22:54,26,106.66836,10.768237,59.68975836,200,90,167.3011594,2.814708225,244
50LD10291,1,4/27/2018 22:54,28,106.66968,10.769,60.79895567,200,20,71.44069608,1.10919731,244
50LD10291,2,4/27/2018 22:54,23,106.67025,10.769315,59.5769522,200,10,78.67225039,1.222003464,244
50LD10291,3,4/27/2018 22:55,14,106.67087,10.769675,59.70954623,200,20,135.5871177,0.132594027,244
50LD10291,4,4/27/2018 22:55,26,106.67194,10.770293,59.70954623,200,20,93.15145131,3.171982159,244
50LD10291,0,4/27/2018 23:57,25,106.67265,10.770757,239.7956383,200,3700,65.3280795,183.2580743,245
50LD10291,1,4/27/2018 23:57,21,106.672134,10.77046,241.7390592,200,10,55.14510611,1.94342089,245
50LD10291,2,4/27/2018 23:57,16,106.67169,10.770224,240.7632777,200,10,138.4178887,0.975781465,245
50LD10291,3,4/27/2018 23:58,17,106.670586,10.769613,239.8178592,200,50,89.36300161,0.945418539,245
50LD10291,4,4/27/2018 23:58,17,106.66988,10.769207,242.9612408,200,30,52.80695177,3.143381583,245
50LD10291,5,4/27/2018 23:59,18,106.66945,10.76899,243.66679,200,10,69.07539718,0.705549192,245
50LD10291,6,4/27/2018 23:59,27,106.668884,10.768713,241.2429373,200,10,76.12365212,2.42385272,245
50LD10291,7,4/27/2018 23:59,26,106.668274,10.768382,244.3075489,200,10,59.95695608,3.06461167,245
50LD10291,8,4/27/2018 23:59,14,106.66778,10.768147,244.3075489,200,10,0,0,245
51A00470,0,4/27/2018 3:10,32,106.665276,10.766641,60.64252059,700,10,290.4742341,1.197311031,246
51A00470,1,4/27/2018 3:10,37,106.66759,10.767928,61.23240514,700,30,104.8366951,0.589884548,246
51A00470,2,4/27/2018 3:10,27,106.66843,10.768384,61.52820997,700,10,85.87106609,0.295804835,246
51A00470,3,4/27/2018 3:11,27,106.66912,10.768754,61.3453374,700,10,77.29495415,0.182872579,246
51A00470,4,4/27/2018 3:11,14,106.66974,10.769089,61.32446474,700,10,94.7675847,0.020872656,246
51A00470,5,4/27/2018 3:11,13,106.6705,10.7695,65.09441447,700,20,53.05347025,3.769949727,246
51A00470,6,4/27/2018 3:11,7,106.67094,10.769702,62.88768302,700,20,19.66207902,2.206731448,246
51A00470,7,4/27/2018 3:12,25,106.6711,10.769783,60.52622995,700,10,64.09339058,2.361453071,246
51A00470,8,4/27/2018 3:12,24,106.67161,10.770068,58.51750306,700,10,83.92066956,2.008726891,246
51A00470,9,4/27/2018 3:12,5,106.672264,10.770464,58.51750306,700,10,40.4303107,1.787854577,246
51A00470,0,4/27/2018 4:45,5,106.67139,10.770069,236.3775287,700,110,26.28899068,5.643594972,247
51A00470,1,4/27/2018 4:45,14,106.67119,10.7699375,234.8835025,700,10,28.77378652,1.494026204,247
51A00470,2,4/27/2018 4:45,21,106.670975,10.769788,239.4868756,700,10,125.1043272,4.603373116,247
51A00470,3,4/27/2018 4:46,22,106.66999,10.769214,242.4609175,700,30,94.99269576,2.974041836,247
51A00470,4,4/27/2018 4:46,15,106.66922,10.768817,249.0359441,700,20,60.88060641,6.575026609,247
51A00470,5,4/27/2018 4:46,17,106.6687,10.76862,245.3884346,700,10,61.34714226,3.647509495,247
51A00470,6,4/27/2018 4:46,17,106.66819,10.768389,245.3884346,700,10,50.92636645,3.657114737,247
51A00470,0,4/27/2018 4:47,13,106.66725,10.767082,164.3939675,700,40,102.1267273,41.30413957,248
51A00470,1,4/27/2018 4:48,6,106.6675,10.766197,174.9322354,700,50,24.89256348,10.53826793,248
51A00470,2,4/27/2018 4:48,20,106.66752,10.765974,174.9322354,700,10,60.75755608,13.92875025,248
51A00470,0,4/27/2018 5:20,9,106.6677,10.765457,347.3900974,700,1900,25.17378347,186.3866123,249
51A00470,1,4/27/2018 5:20,17,106.66765,10.765678,346.72585,700,10,110.0971724,0.664247382,249
51A00470,2,4/27/2018 5:20,15,106.66742,10.766642,346.72585,700,20,86.10930556,2.532724144,249
51A00470,0,4/27/2018 8:27,22,106.671486,10.767877,272.368945,700,10,261.9589771,0.948975979,250
51A00470,1,4/27/2018 8:28,23,106.66909,10.767975,272.4431683,700,40,69.97620007,0.074223343,250
51A00470,2,4/27/2018 8:28,11,106.66845,10.768002,272.4431683,700,10,71.50519243,9.599328184,250
51A00473,0,4/27/2018 4:15,6,106.6667,10.767373,70.25034523,700,100,162.6110525,5.56521677,251
51A00473,1,4/27/2018 4:16,25,106.6681,10.76787,89.60304896,700,40,79.74507646,19.35270373,251
51A00473,2,4/27/2018 4:16,8,106.66883,10.767875,91.1335317,700,10,50.25906569,1.530482735,251
51A00473,3,4/27/2018 4:16,15,106.66929,10.767866,84.08516871,700,10,22.51503778,7.048362984,251
51A00473,4,4/27/2018 4:16,32,106.669495,10.767887,91.8896797,700,10,77.05466207,7.804510981,251
51A00473,5,4/27/2018 4:16,22,106.6702,10.767864,92.49999583,700,10,108.9052499,0.610316139,251
51A00473,6,4/27/2018 4:17,15,106.671196,10.767821,91.37936815,700,20,32.1251665,1.120627687,251
51A00473,7,4/27/2018 4:17,23,106.67149,10.767814,93.21577998,700,10,59.08233741,1.836411829,251
51A00473,8,4/27/2018 4:17,24,106.67203,10.767784,93.21577998,700,10,62.29736757,5.045079032,251
51A00473,0,4/27/2018 5:18,5,106.666794,10.768478,332.195134,700,90,33.89391274,51.43475369,252
51A00473,1,4/27/2018 5:19,8,106.66665,10.768748,334.1896747,700,20,45.39876538,1.994540695,252
51A00473,2,4/27/2018 5:19,5,106.66647,10.769116,305.5143531,700,30,71.28362965,28.67532158,252
51A00473,3,4/27/2018 5:20,22,106.66594,10.76949,291.6454689,700,60,54.10893632,13.86888424,252
51A00473,4,4/27/2018 5:20,23,106.66548,10.7696705,291.6454689,700,10,58.49253549,10.36960676,252
51A00473,0,4/27/2018 5:24,16,106.66725,10.767797,65.36955983,700,10,108.2762499,32.50979868,253
51A00473,1,4/27/2018 5:24,32,106.66815,10.768205,60.75524252,700,20,86.51833547,4.614317311,253
51A00473,2,4/27/2018 5:24,37,106.66884,10.768587,60.67591397,700,10,104.1542622,0.079328551,253
51A00473,3,4/27/2018 5:24,23,106.66967,10.769048,60.00951072,700,10,185.0716348,0.666403255,253
51A00473,4,4/27/2018 5:25,19,106.671135,10.769884,61.28315302,700,30,109.1506079,1.2736423,253
51A00473,5,4/27/2018 5:25,9,106.67201,10.770358,61.28315302,700,20,91.99807632,3.652896708,253
51A00473,0,4/27/2018 12:52,12,106.66757,10.765475,348.5588139,700,26770,58.1848184,124.8545402,254
51A00473,1,4/27/2018 12:52,23,106.667465,10.765988,348.4831034,700,20,71.020177,0.075710483,254
51A00473,2,4/27/2018 12:52,24,106.667336,10.766614,348.2116874,700,10,110.8348336,0.271416001,254
51A00473,3,4/27/2018 12:53,6,106.66713,10.76759,345.2912344,700,20,12.98536996,2.920453011,254
51A00473,4,4/27/2018 12:53,18,106.6671,10.767703,341.3897332,700,10,37.87276397,3.901501129,254
51A00473,5,4/27/2018 12:53,22,106.66699,10.768026,334.8106322,700,10,113.5315658,6.579101055,254
51A00473,6,4/27/2018 12:53,18,106.66655,10.768951,335.5805167,700,20,47.81812433,0.769884494,254
51A00473,7,4/27/2018 12:54,22,106.66637,10.769343,338.6209342,700,10,58.46174566,3.040417544,254
51A00473,8,4/27/2018 12:54,25,106.666176,10.769833,338.7623349,700,10,68.53780297,0.14140063,254
51A00473,9,4/27/2018 12:54,26,106.66595,10.770408,338.7623349,700,10,76.04901199,0.951633961,254
51A00473,0,4/27/2018 13:09,23,106.67111,10.769583,165.2413218,700,10,64.71165978,48.99648872,255
51A00473,1,4/27/2018 13:10,21,106.67126,10.76902,166.8244898,700,10,101.2626107,1.583168051,255
51A00473,2,4/27/2018 13:10,5,106.67147,10.768133,164.7427502,700,40,6.681948931,2.081739622,255
51A00473,3,4/27/2018 13:10,9,106.671486,10.768075,164.7427502,700,10,26.2361043,1.541015726,255
51A05036,0,4/27/2018 0:50,14,106.67109,10.769739,168.0213681,700,70,56.13751477,67.02140423,256
51A05036,1,4/27/2018 0:51,15,106.671196,10.769245,167.186991,700,30,81.28094185,0.834377054,256
51A05036,2,4/27/2018 0:51,7,106.67136,10.768532,167.186991,700,20,26.72377648,4.772923023,256
51A05036,0,4/27/2018 0:52,7,106.671394,10.768294,250.8501817,700,40,111.5513242,78.89026767,257
51A05036,1,4/27/2018 0:52,22,106.67043,10.767963,271.04066,700,40,133.8378538,20.19047832,257
51A05036,2,4/27/2018 0:52,25,106.669205,10.767985,272.0473512,700,10,74.22000529,1.006691157,257
51A05036,3,4/27/2018 0:53,11,106.668526,10.768009,286.1006154,700,10,53.00924427,14.05326425,257
51A05036,4,4/27/2018 0:53,14,106.66806,10.768142,277.1479962,700,10,27.52595614,8.952619226,257
51A05036,5,4/27/2018 0:53,14,106.66781,10.768173,277.1479962,700,10,116.2146294,10.00129213,257
51A05036,0,4/27/2018 3:30,26,106.66945,10.768025,267.1641997,700,10,53.59267679,69.82339477,258
51A05036,1,4/27/2018 3:30,21,106.66896,10.768001,270.6560116,700,10,57.8995219,3.49181189,258
51A05036,2,4/27/2018 3:30,8,106.66843,10.768007,255.4410658,700,20,190.8142418,15.21494579,258
51A05036,3,4/27/2018 3:31,16,106.66674,10.767573,242.2052048,700,50,40.80769242,13.23586099,258
51A05036,4,4/27/2018 3:31,20,106.66641,10.767401,241.6748019,700,10,45.2370814,0.530402853,258
51A05036,5,4/27/2018 3:31,7,106.666046,10.767207,241.6748019,700,10,198.4840984,0.722837972,258
51A05036,0,4/27/2018 4:45,8,106.66846,10.768358,52.81929891,700,340,10.99459192,10.34264689,259
51A05036,1,4/27/2018 4:45,5,106.66854,10.768418,54.93962882,700,10,109.6660247,2.120329907,259
51A05036,2,4/27/2018 4:46,9,106.66936,10.768987,61.76512056,700,70,52.15159047,6.825491743,259
51A05036,3,4/27/2018 4:46,6,106.66978,10.76921,61.76512056,700,30,95.99489777,4.887680401,259
51A05036,0,4/27/2018 5:20,31,106.67093,10.767908,272.9857702,700,1840,86.96312245,65.95755462,260
51A05036,1,4/27/2018 5:20,23,106.670135,10.767949,272.6844066,700,10,165.1316219,0.301363603,260
51A05036,2,4/27/2018 5:20,16,106.668625,10.768019,266.3476603,700,20,143.9430148,6.336746384,260
51A05036,3,4/27/2018 5:21,11,106.66731,10.767936,266.3476603,700,40,21.490604,20.01306507,260
51A05036,0,4/27/2018 5:21,23,106.66713,10.767858,239.9241199,700,10,226.3276006,6.410475337,261
